-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,1.3627e-05,2.7266e-05,4.0928e-05,5.4625e-05,6.8368e-05,8.2168e-05,9.6038e-05,0.00010999,0.00012403,0.00013817,0.00015242,0.00016679,0.0001813,0.00019594,0.00021073,0.00022568,0.0002408,0.00025608,0.00027155,0.0002872,0.00030304,0.00031907,0.0003353,0.00035173,0.00036837,0.00038521,0.00040225,0.00041949,0.00043693,0.00045457,0.0004724,0.00049041,0.0005086,0.00052695,0.00054546,0.00056412,0.00058291,0.00060181,0.00062081,0.00063989,0.00065902,0.0006782,0.00069738,0.00071656,0.00073569,0.00075476,0.00077372,0.00079256,0.00081123,0.0008297,0.00084794,0.00086591,0.00088357,0.00090088,0.0009178,0.00093429,0.00095032,0.00096584,0.00098082,0.0009952,0.001009,0.0010221,0.0010344,0.0010461,0.001057,0.001067,0.0010763,0.0010846,0.0010921,0.0010986,0.0011042,0.0011089,0.0011126,0.0011152,0.0011169,0.0011176,0.0011172,0.0011159,0.0011136,0.0011102,0.0011059,0.0011005,0.0010943,0.0010871,0.0010789,0.0010699,0.00106,0.0010493,0.0010377,0.0010254,0.0010123,0.00099858,0.00098415,0.00096911,0.00095347,0.00093729,0.00092061,0.00090346,0.00088588,0.00086792,0.00084962,0.00083101,0.00081214,0.00079303,0.00077373,0.00075428,0.0007347,0.00071502,0.00069529,0.00067553,0.00065576,0.00063601,0.00061631,0.00059668,0.00057714,0.00055771,0.0005384,0.00051924,0.00050023,0.00048139,0.00046273,0.00044426,0.00042598,0.0004079,0.00039003,0.00037236,0.00035491,0.00033766,0.00032063,0.0003038,0.00028718,0.00027076,0.00025453,0.00023849,0.00022264,0.00020695,0.00019144,0.00017608,0.00016087,0.00014579,0.00013085,0.00011601,0.00010128,8.6641e-05,7.2079e-05,5.7584e-05,4.3142e-05,2.8739e-05,1.4363e-05,-0
-0,2.7244e-05,5.4511e-05,8.1824e-05,0.00010921,0.00013668,0.00016427,0.000192,0.00021989,0.00024796,0.00027623,0.00030473,0.00033346,0.00036246,0.00039174,0.00042132,0.00045121,0.00048143,0.000512,0.00054293,0.00057422,0.0006059,0.00063796,0.00067042,0.00070328,0.00073655,0.00077023,0.00080431,0.0008388,0.00087368,0.00090896,0.00094462,0.00098065,0.001017,0.0010538,0.0010908,0.0011281,0.0011657,0.0012035,0.0012415,0.0012797,0.001318,0.0013564,0.0013948,0.0014332,0.0014714,0.0015096,0.0015476,0.0015853,0.0016226,0.0016596,0.0016961,0.0017321,0.0017674,0.0018021,0.001836,0.001869,0.0019011,0.0019322,0.0019622,0.001991,0.0020185,0.0020447,0.0020696,0.0020929,0.0021147,0.0021348,0.0021533,0.0021701,0.002185,0.0021981,0.0022094,0.0022187,0.002226,0.0022314,0.0022347,0.0022361,0.0022354,0.0022327,0.002228,0.0022213,0.0022126,0.002202,0.0021894,0.0021749,0.0021586,0.0021406,0.0021207,0.0020992,0.0020761,0.0020515,0.0020253,0.0019978,0.0019689,0.0019387,0.0019074,0.001875,0.0018416,0.0018073,0.0017721,0.0017362,0.0016995,0.0016623,0.0016245,0.0015862,0.0015476,0.0015087,0.0014695,0.0014301,0.0013906,0.0013511,0.0013115,0.001272,0.0012326,0.0011933,0.0011542,0.0011153,0.0010767,0.0010383,0.0010003,0.00096262,0.00092529,0.00088834,0.00085178,0.00081562,0.00077987,0.00074454,0.00070963,0.00067514,0.00064107,0.00060742,0.00057418,0.00054134,0.00050889,0.00047682,0.00044511,0.00041376,0.00038273,0.00035203,0.00032161,0.00029147,0.00026159,0.00023193,0.00020248,0.00017321,0.0001441,0.00011512,8.6247e-05,5.7453e-05,2.8713e-05,-0
-0,4.0839e-05,8.1713e-05,0.00012266,0.00016371,0.00020489,0.00024626,0.00028782,0.00032963,0.00037171,0.0004141,0.00045681,0.0004999,0.00054338,0.00058728,0.00063162,0.00067644,0.00072176,0.0007676,0.00081397,0.0008609,0.0009084,0.00095649,0.0010052,0.0010545,0.0011044,0.0011549,0.001206,0.0012577,0.0013101,0.001363,0.0014165,0.0014706,0.0015252,0.0015803,0.0016359,0.0016919,0.0017483,0.0018051,0.0018621,0.0019194,0.0019769,0.0020345,0.0020922,0.0021498,0.0022073,0.0022646,0.0023216,0.0023783,0.0024344,0.00249,0.0025448,0.0025989,0.002652,0.002704,0.002755,0.0028046,0.0028528,0.0028995,0.0029446,0.0029879,0.0030293,0.0030687,0.003106,0.0031411,0.0031739,0.0032042,0.003232,0.0032571,0.0032796,0.0032993,0.0033162,0.0033302,0.0033413,0.0033493,0.0033544,0.0033564,0.0033554,0.0033514,0.0033443,0.0033342,0.0033211,0.0033051,0.0032862,0.0032645,0.00324,0.0032128,0.003183,0.0031507,0.0031159,0.0030789,0.0030396,0.0029981,0.0029547,0.0029095,0.0028624,0.0028137,0.0027635,0.0027119,0.002659,0.002605,0.00255,0.002494,0.0024372,0.0023798,0.0023218,0.0022633,0.0022044,0.0021453,0.002086,0.0020266,0.0019672,0.0019079,0.0018487,0.0017897,0.001731,0.0016727,0.0016147,0.0015572,0.0015001,0.0014435,0.0013875,0.0013321,0.0012772,0.001223,0.0011693,0.0011163,0.001064,0.0010122,0.00096113,0.00091066,0.00086081,0.00081156,0.0007629,0.00071481,0.00066727,0.00062026,0.00057374,0.0005277,0.00048211,0.00043692,0.00039212,0.00034766,0.00030351,0.00025964,0.000216,0.00017256,0.00012928,8.6119e-05,4.304e-05,-0
-0,5.4403e-05,0.00010885,0.0001634,0.00021808,0.00027295,0.00032805,0.00038343,0.00043912,0.00049519,0.00055165,0.00060857,0.00066597,0.00072391,0.0007824,0.0008415,0.00090122,0.00096162,0.0010227,0.0010845,0.0011471,0.0012104,0.0012745,0.0013394,0.0014051,0.0014716,0.001539,0.0016071,0.0016761,0.0017459,0.0018165,0.0018879,0.00196,0.0020329,0.0021064,0.0021805,0.0022553,0.0023306,0.0024063,0.0024825,0.002559,0.0026358,0.0027127,0.0027896,0.0028666,0.0029434,0.0030199,0.0030961,0.0031717,0.0032467,0.0033209,0.0033942,0.0034664,0.0035374,0.003607,0.0036751,0.0037414,0.0038059,0.0038684,0.0039286,0.0039865,0.0040419,0.0040946,0.0041445,0.0041914,0.0042352,0.0042758,0.004313,0.0043467,0.0043768,0.0044031,0.0044257,0.0044445,0.0044592,0.00447,0.0044768,0.0044795,0.0044782,0.0044728,0.0044633,0.0044498,0.0044323,0.0044109,0.0043857,0.0043566,0.0043238,0.0042875,0.0042476,0.0042044,0.0041579,0.0041083,0.0040557,0.0040004,0.0039423,0.0038818,0.0038189,0.0037538,0.0036867,0.0036177,0.003547,0.0034748,0.0034013,0.0033265,0.0032506,0.0031739,0.0030964,0.0030182,0.0029396,0.0028606,0.0027814,0.0027021,0.0026228,0.0025436,0.0024646,0.0023859,0.0023076,0.0022297,0.0021523,0.0020755,0.0019994,0.0019239,0.0018492,0.0017753,0.0017021,0.0016297,0.0015582,0.0014875,0.0014177,0.0013487,0.0012806,0.0012133,0.0011469,0.0010812,0.0010164,0.0009523,0.00088895,0.0008263,0.00076432,0.00070298,0.00064222,0.00058202,0.00052233,0.00046311,0.00040429,0.00034585,0.00028772,0.00022985,0.0001722,0.00011471,5.7329e-05,-0
-0,6.7924e-05,0.00013591,0.00020401,0.00027228,0.00034079,0.00040959,0.00047874,0.00054828,0.00061829,0.00068881,0.00075988,0.00083157,0.00090392,0.00097698,0.0010508,0.0011254,0.0012008,0.0012772,0.0013544,0.0014325,0.0015116,0.0015917,0.0016728,0.001755,0.0018381,0.0019223,0.0020075,0.0020938,0.0021811,0.0022694,0.0023586,0.0024488,0.0025399,0.0026319,0.0027247,0.0028182,0.0029124,0.0030072,0.0031026,0.0031983,0.0032944,0.0033907,0.0034871,0.0035835,0.0036797,0.0037756,0.003871,0.0039658,0.0040598,0.0041528,0.0042446,0.0043352,0.0044242,0.0045114,0.0045968,0.00468,0.0047609,0.0048392,0.0049148,0.0049874,0.0050569,0.0051231,0.0051857,0.0052446,0.0052996,0.0053505,0.0053972,0.0054395,0.0054773,0.0055104,0.0055388,0.0055623,0.0055808,0.0055944,0.0056029,0.0056063,0.0056047,0.0055979,0.005586,0.0055691,0.0055471,0.0055203,0.0054885,0.005452,0.0054109,0.0053653,0.0053152,0.005261,0.0052026,0.0051404,0.0050745,0.005005,0.0049322,0.0048562,0.0047773,0.0046957,0.0046115,0.004525,0.0044364,0.0043459,0.0042536,0.0041599,0.0040648,0.0039687,0.0038715,0.0037736,0.0036751,0.0035762,0.003477,0.0033777,0.0032784,0.0031792,0.0030803,0.0029817,0.0028837,0.0027862,0.0026894,0.0025933,0.0024981,0.0024037,0.0023102,0.0022177,0.0021262,0.0020357,0.0019463,0.001858,0.0017707,0.0016845,0.0015994,0.0015153,0.0014322,0.0013502,0.0012692,0.0011891,0.00111,0.0010317,0.00095432,0.00087771,0.00080184,0.00072667,0.00065213,0.00057818,0.00050474,0.00043177,0.00035919,0.00028695,0.00021498,0.00014321,7.157e-05,-0
-0,8.1392e-05,0.00016285,0.00024446,0.00032627,0.00040837,0.00049082,0.00057368,0.00065703,0.00074093,0.00082545,0.00091064,0.00099657,0.0010833,0.0011709,0.0012594,0.0013488,0.0014393,0.0015308,0.0016234,0.0017171,0.001812,0.0019081,0.0020054,0.0021039,0.0022037,0.0023047,0.002407,0.0025105,0.0026153,0.0027213,0.0028284,0.0029368,0.0030462,0.0031567,0.0032681,0.0033805,0.0034937,0.0036077,0.0037223,0.0038374,0.0039529,0.0040687,0.0041846,0.0043006,0.0044163,0.0045316,0.0046465,0.0047605,0.0048737,0.0049856,0.0050963,0.0052053,0.0053125,0.0054176,0.0055204,0.0056207,0.0057181,0.0058125,0.0059037,0.0059912,0.006075,0.0061548,0.0062303,0.0063013,0.0063676,0.0064291,0.0064854,0.0065364,0.006582,0.006622,0.0066562,0.0066846,0.006707,0.0067234,0.0067337,0.0067378,0.0067358,0.0067276,0.0067133,0.0066929,0.0066664,0.006634,0.0065957,0.0065517,0.0065021,0.0064471,0.0063867,0.0063213,0.006251,0.0061759,0.0060964,0.0060127,0.0059249,0.0058333,0.0057383,0.0056399,0.0055385,0.0054343,0.0053275,0.0052185,0.0051074,0.0049945,0.0048801,0.0047643,0.0046474,0.0045296,0.004411,0.004292,0.0041727,0.0040532,0.0039338,0.0038145,0.0036956,0.0035771,0.0034593,0.0033422,0.0032258,0.0031104,0.002996,0.0028826,0.0027703,0.0026593,0.0025494,0.0024408,0.0023335,0.0022274,0.0021227,0.0020193,0.0019171,0.0018163,0.0017167,0.0016183,0.0015211,0.0014251,0.0013302,0.0012364,0.0011436,0.0010518,0.00096082,0.00087072,0.0007814,0.00069277,0.00060477,0.00051733,0.00043037,0.00034381,0.00025757,0.00017158,8.5749e-05,-0
-0,9.4795e-05,0.00018967,0.00028472,0.00038001,0.00047563,0.00057166,0.00066819,0.00076528,0.00086301,0.00096147,0.0010607,0.0011608,0.0012619,0.001364,0.0014671,0.0015713,0.0016767,0.0017834,0.0018914,0.0020006,0.0021113,0.0022233,0.0023368,0.0024517,0.0025681,0.002686,0.0028053,0.0029262,0.0030484,0.0031721,0.0032972,0.0034237,0.0035515,0.0036805,0.0038107,0.003942,0.0040743,0.0042075,0.0043415,0.004476,0.0046111,0.0047466,0.0048822,0.0050178,0.0051532,0.0052882,0.0054226,0.0055561,0.0056886,0.0058198,0.0059493,0.006077,0.0062026,0.0063258,0.0064463,0.0065639,0.0066782,0.0067889,0.0068957,0.0069985,0.0070968,0.0071904,0.007279,0.0073623,0.0074402,0.0075123,0.0075784,0.0076383,0.0076918,0.0077388,0.007779,0.0078123,0.0078387,0.0078579,0.00787,0.0078749,0.0078725,0.0078629,0.0078461,0.0078222,0.0077911,0.0077531,0.0077082,0.0076565,0.0075983,0.0075337,0.0074629,0.0073861,0.0073036,0.0072155,0.0071223,0.007024,0.0069211,0.0068137,0.0067022,0.0065868,0.006468,0.0063458,0.0062207,0.006093,0.0059628,0.0058306,0.0056965,0.0055609,0.0054241,0.0052861,0.0051474,0.0050081,0.0048685,0.0047287,0.004589,0.0044495,0.0043105,0.004172,0.0040343,0.0038974,0.0037614,0.0036266,0.0034929,0.0033605,0.0032294,0.0030997,0.0029715,0.0028447,0.0027194,0.0025957,0.0024735,0.0023529,0.0022337,0.0021161,0.002,0.0018853,0.001772,0.0016601,0.0015495,0.0014401,0.001332,0.001225,0.001119,0.0010141,0.00091002,0.00080679,0.0007043,0.00060245,0.00050118,0.00040037,0.00029994,0.0001998,9.9854e-05,-0
-0,0.00010812,0.00021634,0.00032475,0.00043345,0.00054252,0.00065207,0.00076217,0.00087294,0.00098444,0.0010968,0.00121,0.0013243,0.0014396,0.0015561,0.0016738,0.0017927,0.0019131,0.0020349,0.0021581,0.0022829,0.0024093,0.0025373,0.0026669,0.0027982,0.0029312,0.0030659,0.0032023,0.0033404,0.0034802,0.0036217,0.0037648,0.0039095,0.0040557,0.0042033,0.0043524,0.0045027,0.0046541,0.0048066,0.0049601,0.0051143,0.0052691,0.0054243,0.0055797,0.0057352,0.0058905,0.0060453,0.0061995,0.0063528,0.0065048,0.0066553,0.0068041,0.0069508,0.007095,0.0072365,0.007375,0.0075101,0.0076414,0.0077687,0.0078916,0.0080097,0.0081228,0.0082305,0.0083324,0.0084283,0.0085179,0.0086009,0.008677,0.008746,0.0088076,0.0088617,0.008908,0.0089464,0.0089768,0.008999,0.0090129,0.0090185,0.0090158,0.0090048,0.0089855,0.0089579,0.0089222,0.0088784,0.0088267,0.0087673,0.0087003,0.0086259,0.0085444,0.0084561,0.0083612,0.0082599,0.0081526,0.0080396,0.0079212,0.0077978,0.0076696,0.007537,0.0074004,0.0072601,0.0071163,0.0069696,0.0068201,0.0066683,0.0065144,0.0063588,0.0062017,0.0060434,0.0058843,0.0057245,0.0055644,0.0054042,0.005244,0.0050842,0.0049249,0.0047662,0.0046084,0.0044517,0.004296,0.0041417,0.0039887,0.0038372,0.0036872,0.0035389,0.0033922,0.0032472,0.003104,0.0029626,0.0028229,0.0026851,0.002549,0.0024146,0.0022819,0.002151,0.0020216,0.0018938,0.0017676,0.0016428,0.0015194,0.0013973,0.0012764,0.0011566,0.0010379,0.00092014,0.00080323,0.00068707,0.00057156,0.00045659,0.00034206,0.00022785,0.00011387,-0
-0,0.00012137,0.00024284,0.00036453,0.00048654,0.00060898,0.00073196,0.00085557,0.00097992,0.0011051,0.0012312,0.0013584,0.0014867,0.0016162,0.001747,0.0018793,0.0020129,0.0021482,0.002285,0.0024235,0.0025638,0.0027058,0.0028497,0.0029955,0.0031431,0.0032927,0.0034443,0.0035978,0.0037532,0.0039106,0.0040698,0.0042309,0.0043939,0.0045586,0.0047249,0.0048928,0.0050622,0.005233,0.005405,0.005578,0.0057519,0.0059266,0.0061018,0.0062772,0.0064528,0.0066282,0.0068031,0.0069773,0.0071505,0.0073223,0.0074925,0.0076608,0.0078267,0.0079899,0.00815,0.0083067,0.0084597,0.0086084,0.0087526,0.0088918,0.0090256,0.0091537,0.0092758,0.0093913,0.0095001,0.0096017,0.0096958,0.0097821,0.0098604,0.0099303,0.0099917,0.010044,0.010088,0.010122,0.010148,0.010163,0.01017,0.010167,0.010154,0.010132,0.010101,0.010061,0.010011,0.0099523,0.0098849,0.0098089,0.0097246,0.0096323,0.0095321,0.0094245,0.0093097,0.0091882,0.0090601,0.008926,0.0087862,0.008641,0.0084909,0.0083362,0.0081774,0.0080147,0.0078487,0.0076796,0.0075079,0.0073339,0.0071579,0.0069804,0.0068015,0.0066217,0.0064413,0.0062604,0.0060795,0.0058988,0.0057184,0.0055386,0.0053597,0.0051817,0.0050049,0.0048295,0.0046555,0.0044831,0.0043124,0.0041435,0.0039765,0.0038113,0.0036482,0.003487,0.0033279,0.0031707,0.0030157,0.0028626,0.0027115,0.0025624,0.0024152,0.0022698,0.0021262,0.0019844,0.0018442,0.0017056,0.0015684,0.0014327,0.0012982,0.0011649,0.0010327,0.00090147,0.00077109,0.00064144,0.00051241,0.00038387,0.0002557,0.00012779,-0
